,text,favourite_count,retweet_count,created_at,username,location
403,"@Zachwritestuff Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/BSUOB1UPCj",0,0,2021-05-10 06:45:11,Vibhushi Patwa | WritingCommunity,"Indore, India"
404,"@Christygoose24 Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/CmmdstqTNa",0,0,2021-05-10 06:45:10,Vibhushi Patwa | WritingCommunity,"Indore, India"
405,"@tolulopefiverr Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/pBFVrLgQR4",0,1,2021-05-10 06:45:10,Vibhushi Patwa | WritingCommunity,"Indore, India"
406,"@SJLoganwriter Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/411JuVsxie",0,0,2021-05-10 06:45:10,Vibhushi Patwa | WritingCommunity,"Indore, India"
407,"@Poetryman551 Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/NxnMOTVCws",0,0,2021-05-10 06:45:10,Vibhushi Patwa | WritingCommunity,"Indore, India"
408,"@JohnnAEscobar Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/Ugyentz7R1",1,1,2021-05-10 06:45:09,Vibhushi Patwa | WritingCommunity,"Indore, India"
409,"@JulieKusma @MravikPal Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/4si2TLbYGv",0,0,2021-05-10 06:45:09,Vibhushi Patwa | WritingCommunity,"Indore, India"
410,"@dmtoft Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/VAfKy5UVxX",1,0,2021-05-10 06:45:08,Vibhushi Patwa | WritingCommunity,"Indore, India"
411,"@S_B_Hammock Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/2mEojMn0mf",0,0,2021-05-10 06:45:08,Vibhushi Patwa | WritingCommunity,"Indore, India"
412,"@dreamerbyday91 Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/StDCww2siI",1,0,2021-05-10 06:45:07,Vibhushi Patwa | WritingCommunity,"Indore, India"
413,"Covid-19: Matrix Cellular moves Delhi high court, denies any wrongdoing
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #COVID19 #DelhiHighCourt 
https://t.co/pYp3BU7u1V",1,0,2021-05-10 06:43:06,LatestLaws.com,India
414,"#AmitabhBachchan requests people globally to help India fight against #COVID19  

@SrBachchan @rampalarjun #COVID19 #India #KanganaRanaut #vaccination #coronavirus 

Read More :
https://t.co/sB3AFnxw4q",0,0,2021-05-10 06:40:52,Update News 360 English,"India, Tamil Nadu"
415,"Experts estimate #COVID19 death toll in #India at over one million 

Prime Minister #Modi’s claim in early April that his govt is successfully winning the battle against COVID-19 was bogus and has led to a national disaster of catastrophic proportions.
https://t.co/ONH06eS9KC",2,0,2021-05-10 06:40:29,Jacob Crosse | WSWS.org,USA
416,"To note, the ongoing COVID-19 pandemic has sickened more than 15.89 crores around the world and has claimed over 33 lakh lives since the virus spread across the world. #India #COVID19 #COVIDSecondWave #CoronavirusIndia #CoronavirusPandemic #China #coronavirus #CoronaVirusUpdates",0,0,2021-05-10 06:40:05,NewsBytes,"Gurgaon, Haryana"
417,"#COVID-19: #India records 3,66,161 fresh cases, 3,754 more fatalities
https://t.co/xadCiLUurs",18,3,2021-05-10 06:37:14,Rising Kashmir,Srinagar
418,"#Covid-19 crisis: PM #Hasina reiterates firm #solidarity with #India
https://t.co/xYgdFYDOxU",1,0,2021-05-10 06:36:16,The Business Standard,"Dhaka, Bangladesh"
419,"""We have already received 250 concentrators and received 60 more yesterday"". #fitnortheast #health #healthy #healthcare #wellness #northeast #northeastindia #india https://t.co/Jw2eKWtSCh",0,0,2021-05-10 06:34:00,Fit Northeast,
420,Red Cross Society of China(#RCSC) and Tencent Foundation support #India ’s efforts against Covid-19. https://t.co/YNoM70VfIi,4,1,2021-05-10 06:30:57,全国青联-ACYF,
421,"Nabil Sultan, Divisional Senior Vice President, Emirates SkyCargo speaks about the humanitarian airbridge Emirates 
 launched between #Dubai &amp; #India 
#COVID_19 #Stay_Strong_India
#الإمارات_تتضامن_مع_الهند
@UAEembassyIndia 
@emirates 
@DXBMediaOffice https://t.co/q6fvwMPvMo",6,7,2021-05-10 06:30:08,UAE Forsan,United Arab Emirates 🇦🇪
422,"Called it 👇🏻👇🏻👇🏻👇🏻👇🏻

Immediate Use of Ivermectin Medicine Globally Can End COVID-19 Pandemic: Scientists

#FMNRightAgain 
#India 
#IndiaNeedsOxygen 
#IndianMedicalServices 

https://t.co/BuUPZaIe2R",0,1,2021-05-10 06:28:27,⚔️ THE Swamp Fox 🇺🇸,ΜΟΛΩΝ ΛΑΒΕ - Washington DC
423,"Boost your immunity -https://t.co/xWrrCEISRV 

Boost your immunity organically during COVID-19, General Measures suggested by the Govt.

#COVID19India #CoronaSecondWave #CoronavirusIndia #ImmunityBoosterTips #Diet #MondayMotivation #mondaythoughts #India https://t.co/Y33XGi15CJ",0,0,2021-05-10 06:28:05,Sathish Kumar,"Coimbatore, India"
424,"𝐅𝐢𝐫𝐬𝐭 𝐂𝐨𝐧𝐬𝐢𝐠𝐧𝐦𝐞𝐧𝐭 𝐨𝐟 𝐀𝐮𝐬𝐭𝐫𝐢𝐚𝐧 𝐂𝐎𝐕𝐈𝐃-𝟏𝟗 𝐬𝐮𝐩𝐩𝐨𝐫𝐭 𝐚𝐫𝐫𝐢𝐯𝐞𝐬 𝐢𝐧 𝐃𝐞𝐥𝐡𝐢 Austrian COVID-19 support to India, consisting of 396 oxygen cylinders and 1.900 oxygen cannulas, arrived in India 🇮🇳 🇦🇹 #Austria #india @MEAIndia @sebastiankurz https://t.co/Fpaznr8IYX",2,0,2021-05-10 06:26:35,Ajay Singh🌟,Earth
425,"Why the world should worry over #India’s #COVID19 crisis? India's #coronavirus crisis has significant implications in an interconnected world, writes . @ashoswai https://t.co/K68iOLmCin",110,28,2021-05-10 06:26:00,Gulf News,United Arab Emirates
426,"COVID-19: Indian Navy ships carrying medical supplies to arrive in Visakhapatnam, Mumbai, New Mangalore today 

READ: https://t.co/iyYZhuLnBa 

#IndianNavy #COVID19 #India #Oxygen #Mumbai",0,2,2021-05-10 06:25:18,First India,"Jaipur, India"
427,"HOW TO MANAGE MILDER COVID -19 AT HOME....
#covid #coronavirus #corona #stayhome #love #quarantine #lockdown #staysafe #instagood #instagram #like #art #follow #socialdistancing  #pandemic #virus #india  #stayathome @IntralifeI @IPAOfficialPage @Ind_Pharma @cvspharmacy https://t.co/lKLNIn4MEn",3,1,2021-05-10 06:24:47,Intralife India,
428,"Global Aid comprising of Oxygen concentrators, cylinders, generation plants and more than 3 L Remdesivir Vials received and expedited to States/UTs in their fight against ... #Chandigarh #Education #Haryana #Himachal #India #National #Punjab #TopNews -https://t.co/ylI7PDkQUR https://t.co/0baOHffuBa",0,2,2021-05-10 06:23:52,Punjab Update,Chandigarh
429,"Why the world should worry over #India’s COVID-19 crisis? 

""India's coronavirus situation may have significant implications in an interconnected world""

Prof @ashoswai writes in a trenchant @gulf_news essay

 https://t.co/9J4Oaef6Zd  | #SecondCovidWave",48,14,2021-05-10 06:22:42,Gulf News Opinion,
430,"#COVID19Vaccination : In #India , so far, total first doses administered in the country are 13,44,04,867 while second doses total 3,57,71,736

https://t.co/rjPJ2J7wMz",0,1,2021-05-10 06:20:00,Business Line,"Chennai, India"
431,Maharashtra's Covid-19 contribution has dropped 13 per cent of the total new cases. Thought it continues to record a significant number of deaths.  | HW English #CoronavirusUpdates #COVID19 #DailyCases #Deaths #Featured #India #Maharashtra #Vaccination https://t.co/MadHUsoh63,0,0,2021-05-10 06:19:50,HW News English,"Mumbai, India"
432,"All Indian adults will be eligible to receive the Covid-19 vaccine.

Register and get Vaccinated against Covid: https://t.co/p3ly4dPYjx

#india #covid #VaccineRegistration #vaccines #kaizenat #who https://t.co/iLoZ0beD4e",0,0,2021-05-10 06:17:38,Kaizenat Technologies Private Limited,"Bengaluru, India"
433,"#IndiaCovidUpdate #COVID19 #Coronavirus #India #DY365
India registers over 3.66 lakh new COVID-19 cases, 3,754 deaths
https://t.co/qhFkplaMIX",5,0,2021-05-10 06:17:18,DY365,"Guwahati, India"
434,"#COVID-19 #India DAY WISE POSITIVE CASE IN 24 HRS [Till 8AM]:
MAY 10: 3,66,161
MAY 09: 4,03,738
MAY 08: 4,01,078
*MAY 07: 4,14,188*
MAY 06: 4,12,262
MAY 05: 3,82,315 
MAY 04: 3,57,229
MAY 03: 3,68,147
MAY 02: 3,92,488
MAY 01: 4,01,993
APRIL 30: 3,86,452",0,0,2021-05-10 06:17:05,Vipin Chauhan RSTV,"New Delhi,India"
435,'Black Fungus': A rare disease is blinding recovered Covid-19 patients in India #India #Coronavirus #COVID #BlackFungus #Mucormycosis #COVID19 #COVID19India #Covid_19 https://t.co/Lo6iEWyrhu,1,0,2021-05-10 06:15:00,www.THEPIGEONEXPRESS.com,
436,"#spreadpositivity #positivity #breakthechain #wewillwin 

There are so many recovering also every day in #india but #media #news wants to tell you only #deaths due to #covid #covid_19 https://t.co/TgeROjJ73f",0,0,2021-05-10 06:13:35,Ashutosh Dalal,"Navi Mumbai, India"
437,"I'm going back to the hills of India!!! yay!! 

Not true, really. With the unrelenting spread of Covid-19, I am homebound. So... so.... I am going down memory lane. 

This week, and the next weeks, I will show you around Satauli, in Kumaon

#kumaon #photography #india https://t.co/obQrtmGkFQ",0,0,2021-05-10 06:10:03,Rajiv Chopra,India
438,"18 AMU professors die due to COVID-19 in the last 20 days, virus samples sent to ICMR

#iht #tending #india #AMU #professor #death #last #days #virus #samples
Read more : https://t.co/NRPiIRDrSE https://t.co/b3nLtPVJPA",0,0,2021-05-10 06:09:44,India Hot Topics,"New Delhi, India"
439,"After recording over four lakh fresh cases for four consecutive days, #India witnessed a single-day rise of 3,66,161 #COVID19 cases on Monday, which pushed its tally to 2,26,62,575, according to the #HealthMinistry. #COVIDEmergency2021 
https://t.co/oCJ6sLoQOh",0,1,2021-05-10 06:06:24,The Pioneer,
440,"#India is enduring the disastrous effects of #COVID19 and it remains one of the hardest hit countries globally.

But is India able to handle major shocks like the #pandemic?

@economicspeace explores their resilience through the lens of Positive Peace. 

https://t.co/vRsPQRGoUl",15,10,2021-05-10 06:06:01,impakterdotcom,info [at] impakter.com
441,"Stay safe &amp; indoors and follow COVID-19 protocol to prevent its spread.

#ramsonindustries #ramsonshop #easierwithramson #kitchen #covid #coronavirus #corona #stayhome #love #quarantine #lockdown #staysafe #instagood #instagram #socialdistancing #pandemic #health #India https://t.co/AQpSK0j7JH",0,1,2021-05-10 06:05:56,Ramson Industries,India
442,"A rare but serious fungal infection dubbed as 'black fungus'  is being detected relatively frequently among Covid-19 patients in India #India #Coronavirus #COVID #BlackFungus #Mucormycosis #COVID19 #COVID19India #Covid_19 

READ: https://t.co/w77ikVoSna https://t.co/rqK2iDJWon",0,0,2021-05-10 06:05:00,Mail Of The Day,
443,"#Covidupdate | India records slight dip with 3.6 lakh new cases in single day
#Covid19 #Vaccination #India #Coronavirus
https://t.co/i8v26gWyqZ",0,1,2021-05-10 06:00:19,Money9,
444,"COVID 19 cases in India until : 10/05/2021 11:30

Total Cases: 22662410 [+0]😅
Active: 3741368🖖🏽
Recovered: 18665266 [+0]❤
Deaths :246146 [+0]🙏🏼
Total Tests: 303.75M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot",0,0,2021-05-10 06:00:01,Coronavirus Bot 🇮🇳,
445,"Last day to register for the EU India Business Support conference where our CEO @ManojSinhaHusk will be participating in a panel discussion on how to help the #India decentralized renewable energy sector flourish coming out of COVID-19 via strategic partnerships, especially in UP https://t.co/J4suTeKu8E",6,0,2021-05-10 05:59:39,Husk Power Systems,"Fort Collins, CO, USA"
446,"#India | India registers over 3.66 lakh new COVID-19 cases, 3,754 deaths https://t.co/IqHFcKkCR5 via @NewsLiveGhy",14,0,2021-05-10 05:59:29,NEWS LIVE,"Guwahati, India"
447,"#India's COVID-19 Cases Dip from Peak, Calls for Shutdown Mount
https://t.co/DHlWn63JUV https://t.co/e4rBnxSRB5",4,0,2021-05-10 05:57:19,TOLOnews,"Kabul, Afghanistan"
448,"#India, with 1.4 billion people living in crowded areas, is an inherently high-risk country for an #epidemic

#CoronavirusIndia #CovidIndia #HealthCrisis #COVID19India 
https://t.co/OV3i5PBE89",18,4,2021-05-10 05:55:00,Business Standard,India
449,Modi's $1.8 billion renovation project faces criticism amid India's largest public health crisis #NarendraModi #CentralVistaProject #CentralVista #India #Coronavirus #Pandemic #COVID #COVID19 #CovidIndia #Covid_19 https://t.co/LiXr8iHwXz,1,0,2021-05-10 05:55:00,www.THEPIGEONEXPRESS.com,
450,'Black Fungus': Rare disease is blinding recovered Covid-19 patients in India #India #Coronavirus #COVID #BlackFungus #Mucormycosis #COVID19 #COVID19India #Covid_19 https://t.co/hzywVvo7Iv,1,0,2021-05-10 05:51:26,The Pigeon Express,online
451,"#Coronavirus: #India registers over 3.66 lakh new #COVID19 cases, 3,754 deaths

https://t.co/7eO7uj0cOi",0,0,2021-05-10 05:49:57,Catch News,"908, 9th Floor, Tower A1, Ansa"
452,"My 2 cousins didn't die of COVID-19, but lack of medical infra: Meera Chopra
.
.
#iht #trending #india #cousin #two #covid_19 #lack #medical #infra #meerachopra
Read more : https://t.co/NRPiIRDrSE https://t.co/pVkVzUq1uT",0,0,2021-05-10 05:45:48,India Hot Topics,"New Delhi, India"
453,"Britain set to ease Covid-19 lockdown, but huge India outbreak persists https://t.co/1MP5qq1qHz #Health #Britain #India",0,0,2021-05-10 05:45:35,24matins.uk,"Angleterre, Royaume-Uni"
454,"India's COVID-19 cases dip from peak, calls for shutdown mount #India #lockdown #COVID19
https://t.co/uwcMXpxK4t https://t.co/NInr2RC2Wx",7,1,2021-05-10 05:45:33,92 News HD Plus,Pakistan
455,"#covid19 pill from Pfizer by year end  what is possible to expedite the development of this pill in #US, #India &amp; the #world so many #women,#kids &amp; #elders are struggling - please see https://t.co/7tUxC6UNs1 to generate clean #ener…https://t.co/lxHtnLPMei https://t.co/pz19lvyrDv",0,0,2021-05-10 05:37:24,parvez ahmed,Bangalore
456,"#India sees dip in #COVID19 infections, records 3.66-lakh cases, 3,754 deaths

#COVIDEmergency2021 #CovidIndia 

https://t.co/aK3RuszQC6",0,0,2021-05-10 05:35:17,See Latest,New Delhi
457,"#Hero #MotoCorp on 9th #May said it is #extending the #shutdown of its #plants #across #India by #another #week #till 16th #May in #view of the #prevailing #COVID19 #situation in the #country.

https://t.co/Tx0cUlk229",0,0,2021-05-10 05:33:56,Shriram Insight,Kolkata
458,"As India's Covid-19 crisis spirals into a catastrophe, an example of heeding early warnings and preparing for a possible second wave comes from Nandurbar, the remote, tribal district in northern Maharashtra.

#InspiringMondays

#india #covid #maharashtra https://t.co/Ldf8P26OId",0,1,2021-05-10 05:33:11,Indian School of Democracy,
459,"7 Steps to prevent the spread of the COVID-19 and to  fight with COVID-19

#COVID19 #covid19help #covid19crisis #covid19indiahelp #covid19impact #covid19india #covid #health #awareness #healthcare #india #help #wellness #prevention #publichealth https://t.co/eBaHn6MAut",0,0,2021-05-10 05:31:09,Innoventure Fintech Pvt Ltd,"Delhi, India"
460,"To help those in need, chef @SaranshGoila has started a nationwide food initiative called https://t.co/NlEKUt1yCl.

#Covid_19 #India 

Read more @timesofindia
https://t.co/TGmmIGFqxr",4,2,2021-05-10 05:30:00,"One Health, India",
461,"India's COVID-19 numbers dip to 3,754 deaths, 366,161 new cases in last 24 hours https://t.co/3F0aRFYbXH #India #CovidIndia #CoronavirusPandemic @netindian",0,0,2021-05-10 05:28:11,Sonny Abraham,
462,"#COVID19: #India records 3,66,161 fresh cases, 3,754 more fatalities | Greater Kashmir https://t.co/po6Ey1A37a",83,11,2021-05-10 05:27:36,Greater Kashmir,Srinagar
463,"#India's daily #Covid19 deaths near record, global cases surpass 158m as 1.28b inoculated https://t.co/0jnPl9as0v #World #FE via @febdonline",0,0,2021-05-10 05:25:08,masudkarim মাসুদকরিম,ছায়াপথ
464,"Telugu TV Anchor And Actor TNR Succumbs To COVID-19: @baraju_SuperHit tweeted

#RestInPeace #TNR #RIPTNR #TNRGaru #India #News https://t.co/Juxs6iZ156",1,0,2021-05-10 05:25:04,First India,"Jaipur, India"
465,"#UnitedStates aid to #india exceeds 500M $ 
Outpouring of support from the US for India, COVID-19 help touches USD half a billion  https://t.co/BXwGP8L1ob",0,0,2021-05-10 05:21:17,naashonomics,San Jose
466,"#India's #COVID19 cases dip from peak, calls for shutdown mount 
https://t.co/uvoGpYTLrX 
#Sharjah24 https://t.co/zhHFox19HN",0,0,2021-05-10 05:15:33,الشارقة24,دولة الإمارات العربية المتحدة
467,"#India Check COVID-19 / Government / Private hospitals list
 
https://t.co/bwsOZWnCgY                                                                       

#hospital #HospitalPlaylist #Medical #meditation #Gurgaon
#COVID19 #coronavirus #IndiaFightsCorona #Indian #Indian https://t.co/0SqBFGg5ec",1,1,2021-05-10 05:13:44,SchoolFinds,India
468,"Let’s fight COVID-19 together - Search for supplies or register as a verified supplier - https://t.co/n0HwhGrz9i (Telegram) or https://t.co/o4b6BKnEKw (WhatsApp).

#covid #covid19solutions #india #covid19india #pandemic #technology #future #covidwarrior #medicaid https://t.co/q7tT0me1RJ",3,2,2021-05-10 05:13:39,Engati,USA
469,"Slight dip: India records 3,66,161 new COVID-19 cases https://t.co/mT0OmyCjYn #India #India #COVID19",2,0,2021-05-10 05:09:50,India Blooms,India
470,"#India logged 366,161 new #COVID19 cases in the past 24 hours, pushing the country's total tally to over 22.66 million, according to the latest data from the health ministry on Monday. https://t.co/3nYVljdBV0",30,9,2021-05-10 05:02:52,CGTN,"Beijing, China"
471,"COVID-19: Centre files affidavit in SC, says completing Vaccination of vulnerable groups 'topmost priority' | #Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal 
https://t.co/KGFhJEzHN5",0,0,2021-05-10 05:02:34,LatestLaws.com,India
472,"#India Reports 3.66 Fresh #COVID19 Cases, Tally Mounts To 2.26 Crore 
https://t.co/f8YZMVXTG4",5,0,2021-05-10 05:00:14,Kalinga TV,"Odisha, India"
473,"#COVID-19 #coronavirus continues to surge in #India ... 

| #SARSCoV2 | #infections | #pandemic | #PublicHealth | #Asia | Via @VOANews 

https://t.co/Ia46hlywaq",1,2,2021-05-10 05:00:06,Microbes.info,Earth
474,"COVID 19 cases in India until : 10/05/2021 10:30

Total Cases: 22662410 [+0]😅
Active: 3741368🖖🏽
Recovered: 18665266 [+0]❤
Deaths :246146 [+0]🙏🏼
Total Tests: 303.75M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot",0,0,2021-05-10 05:00:01,Coronavirus Bot 🇮🇳,
475,"GoodMorning 
Stay Safe Stay Healthy
#cgfightscorona 

#corona #coronaindia #coronatime #coronawarriors #coronaviruspandemic #covid_19 #covid #covidー19 #india #chhattisgarh #chhattisgarhnews https://t.co/4G0qGNnUs6",4,2,2021-05-10 04:58:26,Jayant Baghel *बग्गा*,"Dongargarh, India"
476,"India Sees Dip in COVID-19 Infections, Records 3,66,161 New Cases and 3,754 Deaths in Past 24 Hours
https://t.co/358Ip16Ss4
#India #COVID19 #COVID19inIndia",0,1,2021-05-10 04:58:01,LatestLY,"Mumbai, India"
477,"#India sees 366,161 #Covid19cases as tally tops 22.6 mn, daily deaths below 4k https://t.co/MA7hKOTeHe",0,0,2021-05-10 04:56:28,The Business Standard,"Dhaka, Bangladesh"
478,Over 17 crore free Covid-19 vaccine doses provided to states: Centre https://t.co/7wNtV5l3NL #indilivenews #Indianews #India #News #Live #World,0,0,2021-05-10 04:52:26,INDILIVENEWS,India
479,Kerala journalist Vipin Chand succumbs to COVID 19 https://t.co/CsAI0EGb6N #indilivenews #Indianews #India #News #Live #World,0,0,2021-05-10 04:52:26,INDILIVENEWS,India
480,"#Corona Info for #India:
New Cases: 165
Today Recovery: 5956
Today Deaths: 0
Total Active Cases: 3745207
Total Cases: 22662575
Total Recovery: 18671222
Total Deaths: 246146
#Coronavirus  #Covid19 #Covid_19 #SARSCoV2 #StaySafe 

Source: 'CoronaTrackerNepal_bot' #Telegram.",1,0,2021-05-10 04:49:16,World Alert,"Karlsruhe, Germany"
481,"Support @CanSupport in saving lives of cancer patients affected by Covid-19. Click and support our ketto campaign.
https://t.co/aWG2SDH5J8
#coronavirusreliefaid #india #covid_19 #corona #coronavirus  #covidindia #covidsecondwave #coronaindia #covid19 #COVID19India #cansupport https://t.co/fsxVcIFTEt",1,0,2021-05-10 04:49:06,CanSupport,New Delhi
482,"#EU and #India to launch '#Connectivity Partnership’ to boost cooperation
https://t.co/OOzrJaWjcy
@bc_cuts @cuts_mconnect @sasecprogram",0,0,2021-05-10 04:47:26,CUTS CITEE,"Jaipur, Rajasthan, #India"
483,"#India records 3.66 lakh #newCovid19cases, 3,754 deaths in 24 hours https://t.co/BdNaNoG6yB via @BT_India",1,2,2021-05-10 04:47:04,Business Today,India
484,"3.6 Lakh Fresh Covid Cases In India, 3,754 Deaths; 2.26 Crore Total Cases https://t.co/CM3NcSRnDg via @ndtv #coronavirusindia  #CoronaVirus #Covid19 #pandemic #InfectiousDisease #CoronaVirusUpdate #india",1,0,2021-05-10 04:45:05,Musafir Namah,"New York, US & Delhi, India"
485,"#NEW | #India reported 3,66,161 fresh COVID-19 cases with 3,53,818 recoveries and 3,747 deaths,14,74,606 tests were conducted in the last 24 hours",6,1,2021-05-10 04:41:17,Asian News Hub,Worldwide
486,"A perspective on the second wave of #COVID19 in #India - piece by the spokesperson of @IndiainSL
in @TimesOnlineLK. @IndianDiplomacy @MEAIndia @PIB_India https://t.co/jjDhAXdhYE",3,1,2021-05-10 04:39:20,India in Sri Lanka,Sri Lanka
487,"1 Million Indians May Have Already Died of COVID-19', says Murad Banaji, the mathematician who has closely tracked death rates in India. #coronavirus #CoronavirusPandemic  #India https://t.co/gjMotL4JoY https://t.co/KjhCHZwuRC",23,17,2021-05-10 04:34:02,Arun Arokianathan,Colombo
488,"Union Minister writes letter to the Uttar Pradesh CM highlighting:

- Delays in admission of COVID-19 patients
- Black marketing of medical equipments

But, not a single question asked to the CM.

https://t.co/Z1rraWTUME

#Coronavirus #COVID19 #COVID19India #UttarPradesh #India",1,0,2021-05-10 04:33:24,Madhuvanthi Srinivasan | مدهوونتی شرینیوسن,Bombay-Bangalore-New Delhi
489,"#India's tally of #COVID19 cases has now reached 22,662,575. 

Read more: https://t.co/18U00dD8rN",0,0,2021-05-10 04:33:00,Opoyi,
490,"India Reports 3,66,161 New COVID-19 Cases, 3,754 Deaths in Past 24 Hours
https://t.co/UwNIfhuULg
#India #COVID19 #COVID19inIndia",1,0,2021-05-10 04:30:59,LatestLY,"Mumbai, India"
491,"[IN RE: DISTRIBUTION OF ESSENTIAL SUPPLIES AND SERVICES DURING PANDEMIC] 

Supreme Court Bench of Justices DY Chandrachud, L. Nageswara Rao and S. Ravindra Bhat will continue hearing today the suo moto case pertaining to COVID-19 related issues. 

#SupremeCourt #COVID19 #India https://t.co/3iStokQvRD",135,27,2021-05-10 04:28:25,Live Law,India
492,"#Coronavirus Cases Still Surging in #India [VOA 🇺🇸]

The coronavirus crisis is not abating in India, with the country reporting Sunday that it had counted more than 403,000 new infections and 4,000 deaths in the last 24 hours. 

https://t.co/4yYytSIVfH",1,0,2021-05-10 04:21:46,Vengeance Is Mine!,United States Of America
493,Supreme Court Orders Release Of Prisoners To Decongest Jails Amid Covid #India https://t.co/NqksLKzkSE,1,0,2021-05-10 04:20:01,Hi Tech Criminal Justice,California
494,"A Report Card with plenty of red ink on it. #India #ModiKaVaccineDisaster #vaccinated #Hindutva #Modi @girishkuber 
 https://t.co/fndZu4yd8q via @thewire_in",1,1,2021-05-10 04:19:28,Dr Sumedh Anathpindika,
495,"Getting people #vaccinated is the only long-term solution to the current #COVID19 crisis in #India, America's top public health expert Dr #AnthonyFauci said.

Read More: https://t.co/OrO2ZLEuIr",0,0,2021-05-10 04:16:18,Opoyi,
496,"Q&amp;A with Rohit Krishna of @WEHVentures sharing his #investment thesis, how he determines which companies have potential, and the current investment spree taking place in #India.

https://t.co/cLLuak0un9",0,0,2021-05-10 04:00:27,KrASIA,Asia
497,"Amid lingering concerns on the high number of #Covid-19 cases in #India and weaker than expected #NFP data in the #US, #oil prices scored minor gains on Friday. #WTI rose +0.17% to trade at $64.82/ barrel. #Brent climbed +0.26% to hit $68.27 a barrel.
Losses may exceed deposits https://t.co/98XpaIo167",0,0,2021-05-10 04:00:12,Axi Middle East,United Arab Emirates
498,"COVID 19 cases in India until : 10/05/2021 09:30

Total Cases: 22662410 [+0]😅
Active: 3741368🖖🏽
Recovered: 18665266 [+0]❤
Deaths :246146 [+0]🙏🏼
Total Tests: 303.75M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot",0,0,2021-05-10 04:00:00,Coronavirus Bot 🇮🇳,
499,"PRONING as an aid to help you breathe better during COVID....
..
..
..
..
..
#covid_19 #corona #precautions #staystrong #staystrongindia #india #staysafe #stayhome #staysafestayhome #realtorlife #realestateagents #realestateinvesting #realestateinvestor #realestatesales https://t.co/u06OsFefr6",0,0,2021-05-10 03:47:41,JB Infra Group,"Hyderabad, India"
